AkaNud	HarAnt	LepLar	0.0212766	0.398143	0.00842697	138.0	144.0	460.0
HarAnt	AkaNud	LepNud	0.00996678	0.452402	0.00443131	149.0	152.0	456.0
HarAnt	AkaNud	LepSqu	0.0202703	0.397841	0.00849858	145.0	151.0	436.0
AkaNud	HarAnt	NotRos	0	0.5	0	150.0	150.0	401.0
PagMac	AkaNud	HarAnt	0.0030581	0.480521	0.00162866	163.0	164.0	171.0
AkaNud	HarAnt	PatGun	0	0.5	0	149.0	149.0	461.0
AkaNud	HarAnt	PleAnt	0.0449827	0.273232	0.0124283	138.0	151.0	548.0
PseGeo	AkaNud	HarAnt	0.0060241	0.464879	0.00322581	165.0	167.0	175.0
HarAnt	AkaNud	TreBer	0.00996678	0.453185	0.00458716	149.0	152.0	423.0
HarAnt	AkaNud	TreHan	0.0138889	0.43372	0.00597907	142.0	146.0	426.0
HarAnt	AkaNud	TreLoe	0.00657895	0.468845	0.00324149	151.0	153.0	437.0
AkaNud	HarAnt	TreSco	0.003367	0.482198	0.00136612	148.0	149.0	448.0
AkaNud	VomInf	HarAnt	0.263736	0.00599769	0.0779221	67.0	115.0	283.0
HarKer	HisVel	AkaNud	0.224	7.55881e-05	0.0952381	97.0	153.0	177.0
HarKer	AkaNud	LepLar	0.0243902	0.384592	0.0101892	140.0	147.0	446.0
HarKer	AkaNud	LepNud	0.04	0.317664	0.0180451	144.0	156.0	444.0
HarKer	AkaNud	LepSqu	0.0544218	0.25282	0.0228571	139.0	155.0	428.0
HarKer	AkaNud	NotRos	0.0443686	0.286644	0.0155689	140.0	153.0	394.0
PagMac	AkaNud	HarKer	0.0261438	0.338818	0.0137457	149.0	157.0	175.0
HarKer	AkaNud	PatGun	0.037037	0.326414	0.0158046	143.0	154.0	446.0
AkaNud	HarKer	PleAnt	0.0070922	0.46504	0.00191571	140.0	142.0	555.0
PseGeo	AkaNud	HarKer	0.0351438	0.297831	0.0188034	151.0	162.0	178.0
HarKer	AkaNud	TreBer	0.0536913	0.263678	0.0247678	141.0	157.0	405.0
HarKer	AkaNud	TreHan	0.0928571	0.127462	0.038864	127.0	153.0	412.0
HarKer	AkaNud	TreLoe	0.0429043	0.305598	0.0213816	145.0	158.0	417.0
HarKer	AkaNud	TreSco	0.0266667	0.366313	0.011065	146.0	154.0	439.0
AkaNud	VomInf	HarKer	0.257143	0.00806264	0.0779896	65.0	110.0	284.0
AkaNud	HisVel	LepLar	0.168	0.0110552	0.0586592	104.0	146.0	474.0
AkaNud	HisVel	LepNud	0.128788	0.0329825	0.0501475	115.0	149.0	471.0
AkaNud	HisVel	LepSqu	0.148594	0.0207393	0.0530086	106.0	143.0	451.0
AkaNud	HisVel	NotRos	0.180077	0.00651865	0.0537143	107.0	154.0	409.0
AkaNud	HisVel	PagMac	0.0890411	0.0579647	0.0477941	133.0	159.0	171.0
AkaNud	HisVel	PatGun	0.151751	0.0121354	0.054242	109.0	148.0	471.0
AkaNud	HisVel	PleAnt	0.133603	0.0189842	0.0308411	107.0	140.0	570.0
AkaNud	HisVel	PseGeo	0.101351	0.0446412	0.049505	133.0	163.0	176.0
AkaNud	HisVel	TreBer	0.136187	0.0276425	0.053681	111.0	146.0	434.0
AkaNud	HisVel	TreHan	0.10084	0.066943	0.0361991	107.0	131.0	436.0
AkaNud	HisVel	TreLoe	0.149425	0.0165768	0.0635179	111.0	150.0	447.0
AkaNud	HisVel	TreSco	0.174603	0.0057764	0.0599455	104.0	148.0	458.0
AkaNud	VomInf	HisVel	0.311828	0.0011091	0.113949	64.0	122.0	233.0
LepLar	LepNud	AkaNud	0.166667	0.0302054	0.0291807	65.0	91.0	512.0
LepLar	LepSqu	AkaNud	0.216374	0.0140934	0.0423341	67.0	104.0	435.0
NotRos	AkaNud	LepLar	0.0921348	0.0558585	0.0543046	202.0	243.0	315.0
AkaNud	PagMac	LepLar	0.00671141	0.46046	0.00277393	148.0	150.0	481.0
LepLar	PatGun	AkaNud	0.0537634	0.286313	0.0114679	88.0	98.0	436.0
AkaNud	LepLar	PleAnt	0.0797267	0.116344	0.0347913	202.0	237.0	303.0
AkaNud	PseGeo	LepLar	0.029703	0.327742	0.0125	147.0	156.0	478.0
LepLar	TreBer	AkaNud	0.305263	2.28359e-05	0.065389	66.0	124.0	404.0
LepLar	TreHan	AkaNud	0.233831	0.000166383	0.0557533	77.0	124.0	388.0
LepLar	TreLoe	AkaNud	0.245098	0.00118676	0.0556793	77.0	127.0	409.0
LepLar	TreSco	AkaNud	0.128889	0.0576902	0.032992	98.0	127.0	407.0
AkaNud	VomInf	LepLar	0.317647	0.000157738	0.0751043	58.0	112.0	583.0
LepNud	LepSqu	AkaNud	0.025641	0.403212	0.00448934	76.0	80.0	440.0
NotRos	AkaNud	LepNud	0.108696	0.0228068	0.0685871	205.0	255.0	306.0
PagMac	AkaNud	LepNud	0.0127389	0.426367	0.00584795	155.0	159.0	478.0
PatGun	LepNud	AkaNud	0.0939227	0.140131	0.0186608	82.0	99.0	441.0
AkaNud	LepNud	PleAnt	0.0960187	0.0873612	0.0384977	193.0	234.0	326.0
PseGeo	AkaNud	LepNud	0.00946372	0.445948	0.00438596	157.0	160.0	473.0
LepNud	TreBer	AkaNud	0.162304	0.0115875	0.0340285	80.0	111.0	412.0
LepNud	TreHan	AkaNud	0.112245	0.062634	0.0255814	87.0	109.0	391.0
LepNud	TreLoe	AkaNud	0.13	0.0712097	0.0282609	87.0	113.0	415.0
TreSco	LepNud	AkaNud	0.00456621	0.4801	0.00112108	109.0	110.0	404.0
AkaNud	VomInf	LepNud	0.264368	0.00129614	0.0676471	64.0	110.0	589.0
NotRos	AkaNud	LepSqu	0.105145	0.0314853	0.0629183	200.0	247.0	294.0
PagMac	AkaNud	LepSqu	0.0204082	0.392823	0.00849858	144.0	150.0	453.0
PatGun	LepSqu	AkaNud	0.125828	0.117525	0.0212291	66.0	85.0	457.0
AkaNud	LepSqu	PleAnt	0.140811	0.0232188	0.0571152	180.0	239.0	314.0
AkaNud	PseGeo	LepSqu	0	0.5	0	151.0	151.0	453.0
LepSqu	TreBer	AkaNud	0.168675	0.0253832	0.031746	69.0	97.0	406.0
LepSqu	TreHan	AkaNud	0.120482	0.0880139	0.0240096	73.0	93.0	392.0
LepSqu	TreLoe	AkaNud	0.130952	0.0769907	0.0246637	73.0	95.0	406.0
TreSco	LepSqu	AkaNud	0.049505	0.317555	0.0113895	96.0	106.0	394.0
AkaNud	VomInf	LepSqu	0.312883	0.00119747	0.0723404	56.0	107.0	568.0
PagMac	AkaNud	NotRos	0.00653595	0.459884	0.00229621	152.0	154.0	417.0
NotRos	AkaNud	PatGun	0.108647	0.0336974	0.0636364	201.0	250.0	309.0
NotRos	AkaNud	PleAnt	0.0831461	0.105156	0.0336364	204.0	241.0	422.0
AkaNud	PseGeo	NotRos	0.0157729	0.404354	0.00574053	156.0	161.0	414.0
NotRos	AkaNud	TreBer	0.115468	0.0297142	0.0748588	203.0	256.0	273.0
NotRos	AkaNud	TreHan	0.118182	0.0140005	0.0724234	194.0	246.0	274.0
NotRos	AkaNud	TreLoe	0.1	0.044852	0.0693816	207.0	253.0	276.0
NotRos	AkaNud	TreSco	0.0973451	0.0514656	0.0561941	204.0	248.0	303.0
AkaNud	VomInf	NotRos	0.333333	8.87538e-05	0.0690449	60.0	120.0	532.0
PagMac	AkaNud	PatGun	0.003367	0.48168	0.00136799	148.0	149.0	478.0
AkaNud	PagMac	PleAnt	0.0505051	0.228342	0.0140977	141.0	156.0	567.0
PseGeo	PagMac	AkaNud	0.0357143	0.375861	0.00673401	54.0	58.0	433.0
PagMac	AkaNud	TreBer	0.0324675	0.317691	0.0150602	149.0	159.0	440.0
PagMac	AkaNud	TreHan	0.0440678	0.261755	0.0192024	141.0	154.0	441.0
PagMac	AkaNud	TreLoe	0.0128205	0.426416	0.00641026	154.0	158.0	456.0
PagMac	AkaNud	TreSco	0.00662252	0.462559	0.0028169	150.0	152.0	460.0
AkaNud	VomInf	PagMac	0.292818	0.00108493	0.098513	64.0	117.0	268.0
AkaNud	PatGun	PleAnt	0.0904872	0.0473979	0.0371075	196.0	235.0	316.0
AkaNud	PseGeo	PatGun	0.00327869	0.48242	0.00137363	152.0	153.0	477.0
PatGun	TreBer	AkaNud	0.23913	6.59842e-07	0.0486188	70.0	114.0	402.0
PatGun	TreHan	AkaNud	0.195876	4.14817e-05	0.0439815	78.0	116.0	387.0
PatGun	TreLoe	AkaNud	0.215054	0.00018046	0.0436681	73.0	113.0	405.0
PatGun	TreSco	AkaNud	0.0414747	0.297487	0.0101124	104.0	113.0	399.0
AkaNud	VomInf	PatGun	0.295455	0.000652533	0.0717241	62.0	114.0	589.0
AkaNud	PseGeo	PleAnt	0.0604027	0.20472	0.0172745	140.0	158.0	559.0
